,total_energy_relative_loss,total_energy_relative_loss,total_energy_relative_loss,total_energy_relative_loss,trajectory_length,trajectory_length,trajectory_length,trajectory_length,q1_dominant_frequency,q1_dominant_frequency,q1_dominant_frequency,q1_dominant_frequency,q2_dominant_frequency,q2_dominant_frequency,q2_dominant_frequency,q2_dominant_frequency,q1_decay_rate,q1_decay_rate,q1_decay_rate,q1_decay_rate,q2_decay_rate,q2_decay_rate,q2_decay_rate,q2_decay_rate,q1_velocity_max_abs,q1_velocity_max_abs,q1_velocity_max_abs,q1_velocity_max_abs,q2_velocity_max_abs,q2_velocity_max_abs,q2_velocity_max_abs,q2_velocity_max_abs,q1_acceleration_max_abs,q1_acceleration_max_abs,q1_acceleration_max_abs,q1_acceleration_max_abs,q2_acceleration_max_abs,q2_acceleration_max_abs,q2_acceleration_max_abs,q2_acceleration_max_abs
,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count,mean,std,median,count
weight_mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.51,-0.0844077144745406,,-0.0844077144745406,1,63.00800533088501,,63.00800533088501,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.2872527502907517,,-0.2872527502907517,1,-0.1692841393834057,,-0.1692841393834057,1,15.941664123925245,,15.941664123925245,1,32.62875938181891,,32.62875938181891,1,348.2997798397085,,348.2997798397085,1,749.9731510830894,,749.9731510830894,1
2.52,-0.0762055140699853,,-0.0762055140699853,1,63.400941197699055,,63.400941197699055,1,0.1333333333333183,,0.1333333333333183,1,0.0666666666666591,,0.0666666666666591,1,-0.2510577762871444,,-0.2510577762871444,1,-0.088947057604438,,-0.088947057604438,1,16.089033725539352,,16.089033725539352,1,32.99775047601119,,32.99775047601119,1,356.86985023768733,,356.86985023768733,1,768.9696538321657,,768.9696538321657,1
2.53,-0.0800646184378579,,-0.0800646184378579,1,66.48720666980998,,66.48720666980998,1,0.2666666666666367,,0.2666666666666367,1,0.0666666666666591,,0.0666666666666591,1,-0.0771357103566201,,-0.0771357103566201,1,-0.1645497918263972,,-0.1645497918263972,1,14.383265406761431,,14.383265406761431,1,32.60471909184936,,32.60471909184936,1,356.6257614141915,,356.6257614141915,1,753.8863322360404,,753.8863322360404,1
2.54,-0.101412671247126,,-0.101412671247126,1,67.96307965917237,,67.96307965917237,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2727378642937025,,-0.2727378642937025,1,-0.0686698161114816,,-0.0686698161114816,1,13.812838604320277,,13.812838604320277,1,30.915269389161395,,30.915269389161395,1,322.62176789402486,,322.62176789402486,1,679.7501679252282,,679.7501679252282,1
2.5500000000000003,-0.0882754748297079,,-0.0882754748297079,1,64.88317352464225,,64.88317352464225,1,0.0666666666666591,,0.0666666666666591,1,0.2666666666666367,,0.2666666666666367,1,-0.2302671248862028,,-0.2302671248862028,1,0.0282254519732104,,0.0282254519732104,1,14.730843632329195,,14.730843632329195,1,32.419055114183216,,32.419055114183216,1,349.00693853339607,,349.00693853339607,1,742.4999314584702,,742.4999314584702,1
2.56,-0.089312413916463,,-0.089312413916463,1,59.7310195788432,,59.7310195788432,1,0.0666666666666591,,0.0666666666666591,1,0.3333333333332959,,0.3333333333332959,1,-0.3342557499743399,,-0.3342557499743399,1,-0.0161546760607868,,-0.0161546760607868,1,16.169081340648574,,16.169081340648574,1,33.51907464972711,,33.51907464972711,1,369.6579983800395,,369.6579983800395,1,794.5569020526698,,794.5569020526698,1
2.57,-0.0831176354241169,,-0.0831176354241169,1,63.58901166908493,,63.58901166908493,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2575186173470004,,-0.2575186173470004,1,-0.1823271863221482,,-0.1823271863221482,1,16.186306734042194,,16.186306734042194,1,34.046150064652814,,34.046150064652814,1,382.33701995983625,,382.33701995983625,1,820.9217496987739,,820.9217496987739,1
2.58,-0.1010399143968997,,-0.1010399143968997,1,68.13993225507582,,68.13993225507582,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2710661274986355,,-0.2710661274986355,1,-0.0030851507387195,,-0.0030851507387195,1,16.062274250495154,,16.062274250495154,1,33.890334320993624,,33.890334320993624,1,380.54726090371366,,380.54726090371366,1,815.3825455870929,,815.3825455870929,1
2.59,-0.0947462830859237,,-0.0947462830859237,1,61.62488818198135,,61.62488818198135,1,0.0666666666666591,,0.0666666666666591,1,0.1999999999999775,,0.1999999999999775,1,-0.3398907909614597,,-0.3398907909614597,1,-0.1528704878975709,,-0.1528704878975709,1,16.25499284702824,,16.25499284702824,1,34.02398732385036,,34.02398732385036,1,382.65013149439153,,382.65013149439153,1,822.3756681102254,,822.3756681102254,1
2.6,-0.0864534203315052,,-0.0864534203315052,1,62.86666137257392,,62.86666137257392,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.2953382321162397,,-0.2953382321162397,1,-0.0660137490771695,,-0.0660137490771695,1,16.26507260950553,,16.26507260950553,1,33.52478702626039,,33.52478702626039,1,372.6198035087467,,372.6198035087467,1,800.9728054008331,,800.9728054008331,1
2.61,-0.0929654537311422,,-0.0929654537311422,1,69.22168613204605,,69.22168613204605,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.2510062636277754,,-0.2510062636277754,1,-0.2028565153852498,,-0.2028565153852498,1,15.556744998950988,,15.556744998950988,1,33.90051405851908,,33.90051405851908,1,384.3737214170712,,384.3737214170712,1,818.6356117704981,,818.6356117704981,1
2.62,-0.0841955905477959,,-0.0841955905477959,1,63.42435079201596,,63.42435079201596,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.2926664492971896,,-0.2926664492971896,1,-0.101273779348144,,-0.101273779348144,1,16.06268143533627,,16.06268143533627,1,34.19540827412593,,34.19540827412593,1,388.9499363707776,,388.9499363707776,1,831.592736295451,,831.592736295451,1
2.63,-0.0763057800722783,,-0.0763057800722783,1,68.75885903718675,,68.75885903718675,1,0.0666666666666591,,0.0666666666666591,1,0.3333333333332959,,0.3333333333332959,1,-0.2603068397341026,,-0.2603068397341026,1,0.0176018449968136,,0.0176018449968136,1,14.496781940414152,,14.496781940414152,1,31.25905247099657,,31.25905247099657,1,335.6507912432091,,335.6507912432091,1,705.896791916527,,705.896791916527,1
2.64,-0.0841530627794116,,-0.0841530627794116,1,64.76273669381132,,64.76273669381132,1,0.0666666666666591,,0.0666666666666591,1,0.1999999999999775,,0.1999999999999775,1,-0.2848580030976409,,-0.2848580030976409,1,0.0624715764148536,,0.0624715764148536,1,15.638736083112327,,15.638736083112327,1,30.91813142061713,,30.91813142061713,1,322.0454788247536,,322.0454788247536,1,680.9150890364784,,680.9150890364784,1
2.65,-0.1020169164565914,,-0.1020169164565914,1,66.76523493192359,,66.76523493192359,1,0.0666666666666591,,0.0666666666666591,1,0.2666666666666367,,0.2666666666666367,1,-0.1617321149730225,,-0.1617321149730225,1,-0.1656937414274847,,-0.1656937414274847,1,15.2261054195856,,15.2261054195856,1,33.85532947815562,,33.85532947815562,1,387.3734139134849,,387.3734139134849,1,820.8352112517929,,820.8352112517929,1
2.66,-0.0797588614422445,,-0.0797588614422445,1,68.78583485488275,,68.78583485488275,1,0.3333333333332959,,0.3333333333332959,1,0.0666666666666591,,0.0666666666666591,1,-0.0848509182693419,,-0.0848509182693419,1,0.0649504188415289,,0.0649504188415289,1,15.510575292659228,,15.510575292659228,1,33.494978714487914,,33.494978714487914,1,377.08406031260506,,377.08406031260506,1,804.2923286851848,,804.2923286851848,1
2.67,-0.0922188416950005,,-0.0922188416950005,1,65.03738023957197,,65.03738023957197,1,0.3999999999999551,,0.3999999999999551,1,0.0666666666666591,,0.0666666666666591,1,-0.0344517550899527,,-0.0344517550899527,1,-0.0748681166612802,,-0.0748681166612802,1,15.92136016064008,,15.92136016064008,1,31.78647029255595,,31.78647029255595,1,338.9612070719789,,338.9612070719789,1,733.0624335570928,,733.0624335570928,1
2.68,-0.0867255876342851,,-0.0867255876342851,1,64.43475773226514,,64.43475773226514,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1154247857924095,,-0.1154247857924095,1,0.0379120248037815,,0.0379120248037815,1,15.924229572954728,,15.924229572954728,1,32.96573041758084,,32.96573041758084,1,363.5097770211201,,363.5097770211201,1,783.247187870866,,783.247187870866,1
2.69,-0.0994666071371329,,-0.0994666071371329,1,65.73923709068438,,65.73923709068438,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1402216470109668,,-0.1402216470109668,1,-0.1717500348300957,,-0.1717500348300957,1,15.7183914069685,,15.7183914069685,1,31.91777958207118,,31.91777958207118,1,345.74828572865755,,345.74828572865755,1,733.4158846183658,,733.4158846183658,1
2.7,-0.0947766996271303,,-0.0947766996271303,1,66.36465969135158,,66.36465969135158,1,0.4666666666666142,,0.4666666666666142,1,0.0666666666666591,,0.0666666666666591,1,-0.0556764911582262,,-0.0556764911582262,1,0.0612086381135009,,0.0612086381135009,1,15.86398744031849,,15.86398744031849,1,32.79335735856788,,32.79335735856788,1,370.7311310664125,,370.7311310664125,1,780.5109697931263,,780.5109697931263,1
2.71,-0.0988145151220401,,-0.0988145151220401,1,66.4925493153446,,66.4925493153446,1,0.1333333333333183,,0.1333333333333183,1,0.0666666666666591,,0.0666666666666591,1,-0.100476889905559,,-0.100476889905559,1,-0.1569200507720264,,-0.1569200507720264,1,16.121345073688072,,16.121345073688072,1,33.0986333791001,,33.0986333791001,1,371.9860843818781,,371.9860843818781,1,792.8963907175331,,792.8963907175331,1
2.72,-0.0885697212670088,,-0.0885697212670088,1,61.60475889477318,,61.60475889477318,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.299543295830285,,-0.299543295830285,1,-0.0723133009505214,,-0.0723133009505214,1,16.22695233156884,,16.22695233156884,1,33.866269142699096,,33.866269142699096,1,391.0828443366461,,391.0828443366461,1,828.6028295088199,,828.6028295088199,1
2.73,-0.0819854639776082,,-0.0819854639776082,1,63.91682857703837,,63.91682857703837,1,0.1333333333333183,,0.1333333333333183,1,0.0666666666666591,,0.0666666666666591,1,-0.2641527956859502,,-0.2641527956859502,1,0.0996445206452113,,0.0996445206452113,1,16.16401115720344,,16.16401115720344,1,32.970259255195494,,32.970259255195494,1,373.7980757157244,,373.7980757157244,1,788.175369145595,,788.175369145595,1
2.74,-0.0699242567282892,,-0.0699242567282892,1,67.33532956625558,,67.33532956625558,1,0.1333333333333183,,0.1333333333333183,1,0.1999999999999775,,0.1999999999999775,1,-0.261616518044826,,-0.261616518044826,1,-0.0670657633845224,,-0.0670657633845224,1,15.213763500929227,,15.213763500929227,1,32.86614468803886,,32.86614468803886,1,374.4378082705063,,374.4378082705063,1,787.2751913665655,,787.2751913665655,1
2.75,-0.0751392761078828,,-0.0751392761078828,1,65.27250034342437,,65.27250034342437,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2104759848334318,,-0.2104759848334318,1,-0.06251488934756,,-0.06251488934756,1,15.653171579880944,,15.653171579880944,1,33.26988071171783,,33.26988071171783,1,384.34240225391153,,384.34240225391153,1,808.6758409354766,,808.6758409354766,1
2.76,-0.075220708437195,,-0.075220708437195,1,62.31726052247389,,62.31726052247389,1,0.3333333333332959,,0.3333333333332959,1,0.0666666666666591,,0.0666666666666591,1,-0.0451532462552978,,-0.0451532462552978,1,-0.1225423864979128,,-0.1225423864979128,1,16.393778604104448,,16.393778604104448,1,33.664856912962165,,33.664856912962165,1,392.6395200929683,,392.6395200929683,1,827.4665832848983,,827.4665832848983,1
2.77,-0.0759337126817566,,-0.0759337126817566,1,65.90366007501777,,65.90366007501777,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1943554286462464,,-0.1943554286462464,1,0.0320604243911265,,0.0320604243911265,1,16.31927037184425,,16.31927037184425,1,34.956735091754645,,34.956735091754645,1,415.224432136259,,415.224432136259,1,886.3188968444856,,886.3188968444856,1
2.78,-0.0913349820581778,,-0.0913349820581778,1,62.5882892011664,,62.5882892011664,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.1733729827751119,,-0.1733729827751119,1,-0.1728269419616978,,-0.1728269419616978,1,16.19606983951862,,16.19606983951862,1,34.60144709913879,,34.60144709913879,1,408.3542895699134,,408.3542895699134,1,870.7633498126315,,870.7633498126315,1
2.79,-0.0966987856331224,,-0.0966987856331224,1,62.60066263517486,,62.60066263517486,1,0.2666666666666367,,0.2666666666666367,1,0.0666666666666591,,0.0666666666666591,1,-0.3504240858130681,,-0.3504240858130681,1,-0.0023833441177885,,-0.0023833441177885,1,16.222599864838944,,16.222599864838944,1,34.66360805130741,,34.66360805130741,1,414.3768067072776,,414.3768067072776,1,876.7440137356476,,876.7440137356476,1
2.8000000000000003,-0.0896364389439073,,-0.0896364389439073,1,63.584505643863885,,63.584505643863885,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.1954437280316069,,-0.1954437280316069,1,-0.1546498982282018,,-0.1546498982282018,1,15.941094243399522,,15.941094243399522,1,34.766340311716554,,34.766340311716554,1,415.09344361982886,,415.09344361982886,1,881.6739497651536,,881.6739497651536,1
2.81,-0.084830025437942,,-0.084830025437942,1,67.03726063832389,,67.03726063832389,1,0.2666666666666367,,0.2666666666666367,1,0.1333333333333183,,0.1333333333333183,1,-0.0694119313691616,,-0.0694119313691616,1,-0.1914990728312985,,-0.1914990728312985,1,15.634076535479002,,15.634076535479002,1,34.728630757630334,,34.728630757630334,1,416.40244327011857,,416.40244327011857,1,881.0630343077154,,881.0630343077154,1
2.82,-0.0965238803164213,,-0.0965238803164213,1,69.78185123335297,,69.78185123335297,1,0.4666666666666142,,0.4666666666666142,1,0.0666666666666591,,0.0666666666666591,1,-0.0849901725645722,,-0.0849901725645722,1,-0.0520567188023644,,-0.0520567188023644,1,15.649985994090391,,15.649985994090391,1,34.25509417106983,,34.25509417106983,1,405.8592369370381,,405.8592369370381,1,858.1253914964063,,858.1253914964063,1
2.83,-0.0953367839922643,,-0.0953367839922643,1,63.653934123447314,,63.653934123447314,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.3099991169200147,,-0.3099991169200147,1,-0.1887129425388554,,-0.1887129425388554,1,15.84339648168048,,15.84339648168048,1,33.74025592016105,,33.74025592016105,1,394.6557731769541,,394.6557731769541,1,835.0609208402341,,835.0609208402341,1
2.84,-0.0904782550130903,,-0.0904782550130903,1,61.40546314997109,,61.40546314997109,1,0.1333333333333183,,0.1333333333333183,1,0.0666666666666591,,0.0666666666666591,1,-0.1349346866451467,,-0.1349346866451467,1,-0.1285393010165648,,-0.1285393010165648,1,16.67503814872955,,16.67503814872955,1,34.308808338103475,,34.308808338103475,1,404.5597108924294,,404.5597108924294,1,863.4318107483844,,863.4318107483844,1
2.85,-0.0905308482414289,,-0.0905308482414289,1,62.282566387943454,,62.282566387943454,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.2430681871327376,,-0.2430681871327376,1,-0.1494258454425564,,-0.1494258454425564,1,15.285640399731616,,15.285640399731616,1,32.80818808070511,,32.80818808070511,1,376.9722027479712,,376.9722027479712,1,793.7467542499463,,793.7467542499463,1
2.86,-0.0690962568714169,,-0.0690962568714169,1,61.31583886110475,,61.31583886110475,1,0.1333333333333183,,0.1333333333333183,1,0.1999999999999775,,0.1999999999999775,1,-0.3543687964317218,,-0.3543687964317218,1,0.0179282832093947,,0.0179282832093947,1,16.59284274111084,,16.59284274111084,1,33.58495485894549,,33.58495485894549,1,395.9036813978589,,395.9036813978589,1,833.6736069345033,,833.6736069345033,1
2.87,-0.0815185024944369,,-0.0815185024944369,1,66.26653503454682,,66.26653503454682,1,0.5333333333332735,,0.5333333333332735,1,0.2666666666666367,,0.2666666666666367,1,-0.016985161711732,,-0.016985161711732,1,0.0425985577209859,,0.0425985577209859,1,15.576920299791087,,15.576920299791087,1,32.40389327106439,,32.40389327106439,1,366.6098499253365,,366.6098499253365,1,772.498361176099,,772.498361176099,1
2.88,-0.0995070081893609,,-0.0995070081893609,1,67.11451357153548,,67.11451357153548,1,0.0666666666666591,,0.0666666666666591,1,0.1999999999999775,,0.1999999999999775,1,-0.2904811638188075,,-0.2904811638188075,1,-0.1661115140904602,,-0.1661115140904602,1,16.928509201576976,,16.928509201576976,1,35.085965879409905,,35.085965879409905,1,425.3486106355185,,425.3486106355185,1,909.7660194333176,,909.7660194333176,1
2.89,-0.1023273137555747,,-0.1023273137555747,1,67.13384925158871,,67.13384925158871,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1469398825544053,,-0.1469398825544053,1,-0.0702450622263852,,-0.0702450622263852,1,16.226458661196148,,16.226458661196148,1,33.908156054238155,,33.908156054238155,1,399.0811890688121,,399.0811890688121,1,848.7882221892476,,848.7882221892476,1
2.9,-0.0868825329546444,,-0.0868825329546444,1,67.58008201215907,,67.58008201215907,1,0.3999999999999551,,0.3999999999999551,1,0.0666666666666591,,0.0666666666666591,1,-0.0950799439395206,,-0.0950799439395206,1,-0.0940686226032868,,-0.0940686226032868,1,16.068788407776964,,16.068788407776964,1,33.90499746625564,,33.90499746625564,1,401.6951478036722,,401.6951478036722,1,849.5322155333473,,849.5322155333473,1
2.91,-0.0975324307680915,,-0.0975324307680915,1,65.8044543560577,,65.8044543560577,1,0.0666666666666591,,0.0666666666666591,1,0.1999999999999775,,0.1999999999999775,1,-0.2296126810499581,,-0.2296126810499581,1,0.0102355678275515,,0.0102355678275515,1,15.734192835959169,,15.734192835959169,1,33.867548239307226,,33.867548239307226,1,402.262747982723,,402.262747982723,1,849.2518996779743,,849.2518996779743,1
2.92,-0.0974632364839278,,-0.0974632364839278,1,64.60800875751349,,64.60800875751349,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2267848390506399,,-0.2267848390506399,1,-0.1084552321503534,,-0.1084552321503534,1,16.39429002740199,,16.39429002740199,1,34.98718141854354,,34.98718141854354,1,425.6948470642316,,425.6948470642316,1,903.7262227648852,,903.7262227648852,1
2.93,-0.090637819450581,,-0.090637819450581,1,66.69934131466584,,66.69934131466584,1,0.3333333333332959,,0.3333333333332959,1,0.1333333333333183,,0.1333333333333183,1,-0.0922168967010426,,-0.0922168967010426,1,-0.2241239150812444,,-0.2241239150812444,1,16.854666574091144,,16.854666574091144,1,35.69637425125654,,35.69637425125654,1,443.1252057961509,,443.1252057961509,1,941.661748002828,,941.661748002828,1
2.94,-0.0739972201560969,,-0.0739972201560969,1,59.782948334321446,,59.782948334321446,1,0.1333333333333183,,0.1333333333333183,1,0.1999999999999775,,0.1999999999999775,1,-0.3111503099932858,,-0.3111503099932858,1,-0.1464405971364903,,-0.1464405971364903,1,17.09494341822367,,17.09494341822367,1,35.95130685046151,,35.95130685046151,1,450.4658366104668,,450.4658366104668,1,960.047530577143,,960.047530577143,1
2.95,-0.0821919099464447,,-0.0821919099464447,1,60.87148252315403,,60.87148252315403,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.0875435668606233,,-0.0875435668606233,1,0.0090231318092213,,0.0090231318092213,1,17.164665258807336,,17.164665258807336,1,35.85308027990214,,35.85308027990214,1,447.5338349121167,,447.5338349121167,1,956.4090956806358,,956.4090956806358,1
2.96,-0.0857504502858786,,-0.0857504502858786,1,62.99878230616445,,62.99878230616445,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.0619159076154772,,-0.0619159076154772,1,-0.0449134544728822,,-0.0449134544728822,1,17.0885303622115,,17.0885303622115,1,35.44876433129158,,35.44876433129158,1,437.309618932399,,437.309618932399,1,933.2707410996608,,933.2707410996608,1
2.97,-0.0709565041253555,,-0.0709565041253555,1,63.1702141118785,,63.1702141118785,1,0.3999999999999551,,0.3999999999999551,1,0.4666666666666142,,0.4666666666666142,1,-0.1155906457505665,,-0.1155906457505665,1,0.0676723691640898,,0.0676723691640898,1,16.83184285830383,,16.83184285830383,1,34.65983590505754,,34.65983590505754,1,421.8141063300137,,421.8141063300137,1,897.3344391124209,,897.3344391124209,1
2.98,-0.0817685320969901,,-0.0817685320969901,1,63.382123873162776,,63.382123873162776,1,0.1333333333333183,,0.1333333333333183,1,0.1999999999999775,,0.1999999999999775,1,-0.263618461387662,,-0.263618461387662,1,0.0314899104192993,,0.0314899104192993,1,16.859061451226992,,16.859061451226992,1,34.09152377781694,,34.09152377781694,1,407.848936304532,,407.848936304532,1,871.5214292389403,,871.5214292389403,1
2.99,-0.1036137455114911,,-0.1036137455114911,1,70.57756820460058,,70.57756820460058,1,0.5333333333332735,,0.5333333333332735,1,0.0666666666666591,,0.0666666666666591,1,-0.0777462680633706,,-0.0777462680633706,1,0.0041190527142773,,0.0041190527142773,1,16.087301582977844,,16.087301582977844,1,34.6422536785722,,34.6422536785722,1,423.9583315124836,,423.9583315124836,1,898.6674147073717,,898.6674147073717,1
3.0,-0.0786863777848767,,-0.0786863777848767,1,64.9968349703683,,64.9968349703683,1,0.1999999999999775,,0.1999999999999775,1,0.1999999999999775,,0.1999999999999775,1,-0.0807301537529402,,-0.0807301537529402,1,-0.16482574411945,,-0.16482574411945,1,15.8375824185829,,15.8375824185829,1,34.2121784961181,,34.2121784961181,1,416.1554991791726,,416.1554991791726,1,876.3606701487795,,876.3606701487795,1
3.01,-0.0945109577913574,,-0.0945109577913574,1,67.25542318838328,,67.25542318838328,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1385167992559645,,-0.1385167992559645,1,-0.1014901214539077,,-0.1014901214539077,1,16.333521996487303,,16.333521996487303,1,34.254020122276394,,34.254020122276394,1,412.1799546532004,,412.1799546532004,1,878.4945331934226,,878.4945331934226,1
3.02,-0.0749949531848872,,-0.0749949531848872,1,59.70990122458569,,59.70990122458569,1,0.0666666666666591,,0.0666666666666591,1,0.1333333333333183,,0.1333333333333183,1,-0.1840764340972682,,-0.1840764340972682,1,-0.0394847248131846,,-0.0394847248131846,1,16.891501207189606,,16.891501207189606,1,35.21023152089011,,35.21023152089011,1,438.2423299442636,,438.2423299442636,1,933.383943858024,,933.383943858024,1
3.03,-0.0710974017172464,,-0.0710974017172464,1,64.9634610939735,,64.9634610939735,1,0.2666666666666367,,0.2666666666666367,1,0.2666666666666367,,0.2666666666666367,1,-0.2446672564789825,,-0.2446672564789825,1,0.1088620100383787,,0.1088620100383787,1,16.909942547896854,,16.909942547896854,1,34.50146790834174,,34.50146790834174,1,417.5693358986294,,417.5693358986294,1,895.9641664498612,,895.9641664498612,1
3.04,-0.0940907941119263,,-0.0940907941119263,1,63.91047054580185,,63.91047054580185,1,0.2666666666666367,,0.2666666666666367,1,0.1999999999999775,,0.1999999999999775,1,-0.1380286989873316,,-0.1380286989873316,1,-0.1263384033734055,,-0.1263384033734055,1,16.018169370354364,,16.018169370354364,1,35.08031924472071,,35.08031924472071,1,437.062458626933,,437.062458626933,1,923.5205435375362,,923.5205435375362,1
3.0500000000000003,-0.0706492096885044,,-0.0706492096885044,1,60.87890985815713,,60.87890985815713,1,0.3333333333332959,,0.3333333333332959,1,0.0666666666666591,,0.0666666666666591,1,-0.0801250621043808,,-0.0801250621043808,1,-0.0518623745340454,,-0.0518623745340454,1,17.48869126766191,,17.48869126766191,1,35.11277064129428,,35.11277064129428,1,434.1445344998663,,434.1445344998663,1,930.1089270379764,,930.1089270379764,1
3.06,-0.0744799457177031,,-0.0744799457177031,1,64.15816067178866,,64.15816067178866,1,0.2666666666666367,,0.2666666666666367,1,0.0666666666666591,,0.0666666666666591,1,-0.2455102008083957,,-0.2455102008083957,1,-0.1742813993493361,,-0.1742813993493361,1,16.24095516408661,,16.24095516408661,1,34.11702708091352,,34.11702708091352,1,414.0462235276008,,414.0462235276008,1,875.1666155215615,,875.1666155215615,1
3.0700000000000003,-0.0837309425556482,,-0.0837309425556482,1,64.7599977425123,,64.7599977425123,1,0.1333333333333183,,0.1333333333333183,1,0.0666666666666591,,0.0666666666666591,1,-0.251473326079059,,-0.251473326079059,1,-0.1949645307746626,,-0.1949645307746626,1,16.594851040350267,,16.594851040350267,1,34.4519773747331,,34.4519773747331,1,426.72662060145336,,426.72662060145336,1,898.989695092241,,898.989695092241,1
3.08,-0.0889661602520686,,-0.0889661602520686,1,63.92163356559903,,63.92163356559903,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2660710766215248,,-0.2660710766215248,1,-0.1829044108897186,,-0.1829044108897186,1,16.498034082861363,,16.498034082861363,1,36.09003808418039,,36.09003808418039,1,466.7988083033106,,466.7988083033106,1,985.5102795296192,,985.5102795296192,1
3.09,-0.0977735161860164,,-0.0977735161860164,1,67.49585285991891,,67.49585285991891,1,0.0666666666666591,,0.0666666666666591,1,0.4666666666666142,,0.4666666666666142,1,-0.2537919485084043,,-0.2537919485084043,1,-0.1253250698505676,,-0.1253250698505676,1,16.799689887572082,,16.799689887572082,1,33.71855549225775,,33.71855549225775,1,413.5382463361073,,413.5382463361073,1,865.6431950366306,,865.6431950366306,1
3.1,-0.0850001156196749,,-0.0850001156196749,1,67.13455690123646,,67.13455690123646,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.1947310726438357,,-0.1947310726438357,1,-0.0004664985657325,,-0.0004664985657325,1,16.406903306788095,,16.406903306788095,1,34.72930607204418,,34.72930607204418,1,430.3738336834299,,430.3738336834299,1,913.6092267720926,,913.6092267720926,1
3.11,-0.0616805918942607,,-0.0616805918942607,1,62.69938508013314,,62.69938508013314,1,0.3333333333332959,,0.3333333333332959,1,0.0666666666666591,,0.0666666666666591,1,-0.2151991703869697,,-0.2151991703869697,1,-0.1230676678079365,,-0.1230676678079365,1,17.261685027444475,,17.261685027444475,1,35.68976390159656,,35.68976390159656,1,452.9027212055326,,452.9027212055326,1,961.4998629296576,,961.4998629296576,1
3.12,-0.0824011708437718,,-0.0824011708437718,1,67.54984745445168,,67.54984745445168,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2562952103730443,,-0.2562952103730443,1,-0.0681421106538248,,-0.0681421106538248,1,17.575296855589126,,17.575296855589126,1,35.91852839912378,,35.91852839912378,1,458.24129538202254,,458.24129538202254,1,976.1656363272356,,976.1656363272356,1
3.13,-0.0874668644965071,,-0.0874668644965071,1,64.53310013710946,,64.53310013710946,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2658298710886025,,-0.2658298710886025,1,-0.1276563238738663,,-0.1276563238738663,1,17.627858421259546,,17.627858421259546,1,35.684054635273945,,35.684054635273945,1,456.82163471976753,,456.82163471976753,1,975.2467836728324,,975.2467836728324,1
3.14,-0.0731698339647985,,-0.0731698339647985,1,62.78738439546757,,62.78738439546757,1,0.0666666666666591,,0.0666666666666591,1,0.0666666666666591,,0.0666666666666591,1,-0.2528198503338491,,-0.2528198503338491,1,-0.0296067047655091,,-0.0296067047655091,1,17.682256090525048,,17.682256090525048,1,35.5072922882704,,35.5072922882704,1,449.8530367890526,,449.8530367890526,1,961.9819915223368,,961.9819915223368,1
