test_id,gravity,weight_mass,q1_initial,q2_initial,q1_length,q2_length,q1_dampening,q2_dampening,simulation_duration,timestep,valid,weight_displacement_mean,weight_displacement_std,weight_displacement_median,weight_displacement_iqr,weight_displacement_max,weight_displacement_final,trajectory_length,speed_mean,speed_std,speed_median,speed_iqr,speed_max,acceleration_mean,acceleration_std,acceleration_median,acceleration_iqr,acceleration_max,q1_mean,q1_std,q1_median,q1_iqr,q1_max_abs,q2_mean,q2_std,q2_median,q2_iqr,q2_max_abs,q1_velocity_mean,q1_velocity_std,q1_velocity_median,q1_velocity_iqr,q1_velocity_max_abs,q2_velocity_mean,q2_velocity_std,q2_velocity_median,q2_velocity_iqr,q2_velocity_max_abs,q1_acceleration_mean,q1_acceleration_std,q1_acceleration_median,q1_acceleration_iqr,q1_acceleration_max_abs,q2_acceleration_mean,q2_acceleration_std,q2_acceleration_median,q2_acceleration_iqr,q2_acceleration_max_abs,initial_kinetic_energy,final_kinetic_energy,kinetic_energy_std,kinetic_energy_mean,kinetic_energy_min,kinetic_energy_max,initial_potential_energy,final_potential_energy,potential_energy_std,potential_energy_mean,potential_energy_min,potential_energy_max,initial_total_energy,final_total_energy,total_energy_std,total_energy_mean,total_energy_min,total_energy_max,total_energy_loss,total_energy_relative_loss,q1_dominant_frequency,q1_oscillation_count,q1_decay_rate,q1_decay_r2,q1_peak_amplitude_initial,q1_peak_amplitude_final,q1_peak_amplitude_mean,q1_peak_amplitude_std,q1_mean_period,q1_period_std,q2_dominant_frequency,q2_oscillation_count,q2_decay_rate,q2_decay_r2,q2_peak_amplitude_initial,q2_peak_amplitude_final,q2_peak_amplitude_mean,q2_peak_amplitude_std,q2_mean_period,q2_period_std,final_q1,final_q2,final_q1_velocity,final_q2_velocity,final_q1_acceleration,final_q2_acceleration
1.0,9.81,0.0,1.5707745911167237,1.570818061730059,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.1993211498900034,0.6828743842336171,2.21783740993914,0.94897381670523,3.4134429427504682,3.1231124516243627,80.16766858362587,10.625118308845881,5.659097753859513,10.843825265541835,8.758190204072758,26.8566502783789,77.70811619056451,72.41881999877145,62.863462734532305,96.22432983343673,418.99060312769035,0.058925637011367514,0.8977608466185761,0.04066410031495675,1.3752013007768322,1.9715114645182188,10.009803660817342,8.035081944774593,7.3628352002774315,12.164479568695171,27.058691301892782,-0.09741994515991467,3.1169158260816654,-0.31343981243232893,5.0446059042969456,8.171813118586943,1.5084068797101144,7.308939074866807,1.9014690787534883,9.746023068972537,20.703235657582777,-0.3175203798274696,21.277596589092816,-0.13888918745209006,26.47282439137463,69.65655648771991,0.6900512287808738,47.11899022930693,4.103860574874638,54.01344205129913,169.17279637886438,0.0003198342053697,13.015661059977226,5.273785688708432,9.701323816393758,0.0003198342053697,23.894226773987324,44.14468016107063,21.317539635443055,5.338206375218384,29.389471682744993,19.7696266636596,44.14468016107063,44.144999995276,34.33320069542029,2.904114295213446,39.09079549913875,34.33320069542029,44.144999995276,-9.811799299855714,-0.2222629811055767,0.46666666666661427,13.0,-0.008095856692751166,0.001853579964889948,0.2795391942396815,1.413904821187858,0.9664431172982556,0.5301638136467346,1.1488333333334597,0.4190771276136209,0.06666666666665919,6.0,-0.2013844161213719,0.7194885432427304,1.9318823892238477,27.058691301892782,8.718061388166113,9.2268872620866,2.7120000000002635,1.2280762191331744,0.1142523616651197,24.18659265325993,-4.7514993851210585,10.28513989079281,-21.952444919563806,75.90660125201273
2.0,9.81,0.01,1.5707746066276174,1.5708180462340249,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.32175820171393,0.8349342584066282,2.4837435302698143,1.3520280794699182,3.4141107571057003,1.6393064678629443,73.54208097993819,4.9032407198056935,2.9899398686807195,4.419806887809952,4.823729105669742,12.03203397977222,29.401753548776497,36.07045089964036,11.610621405726391,46.78088609937162,176.5429232218806,-0.012068118923093679,1.0158386119925067,-0.04113755366958165,1.7297745050576374,1.9748481635051824,9.907105704826884,4.9183844794055,11.856207961619475,2.629483172048804,15.09685613183315,-0.0944814875667732,2.955423336963623,-0.3113700381025758,5.079060099308039,8.197382703319567,0.8518481389851812,5.703130023503173,0.6331725525151484,6.710840584972231,20.321170315787583,0.22846456856211358,18.358686563295542,0.1593816702224612,23.164570822603064,69.15905120843632,0.1423312047843616,41.85563380144442,0.5996643946760841,48.80550063280061,165.255100286157,0.0003217367199606,11.59105557638357,6.719391831686565,9.979312651370508,0.0003217367199606,24.18904249626869,44.43897825856276,26.54918752689437,6.733103529002588,30.73906904366864,19.635065738914623,44.43897825856276,44.43929999528272,38.14024310327794,1.763606413633672,40.71838169503914,38.14024310327794,44.43929999528272,-6.299056892004778,-0.14174518709055792,0.3999999999999551,11.0,0.021803362954707823,0.004699101417939414,0.2815938405191101,0.1685220598938905,0.9476475133321014,0.6967620617380352,1.3972000000001579,0.6264223495376766,0.06666666666665919,12.0,-0.17367651587784044,0.6316125541560308,1.9350363394553596,13.441582219045811,10.301487472424421,5.44001485412602,1.1849090909091948,0.5442421677800454,0.1501593241536533,14.346353494009318,3.40850459971107,2.1799512228966678,7.7239900527906755,-34.32112003223506
3.0,9.81,0.02,1.570774621912733,1.570818030962974,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.404407900106373,0.9231941050368659,2.8086530413933586,1.5652769196623801,3.4141535267984198,2.4295761749706304,71.75578909644032,4.784281741677642,2.979466143763659,4.319182654134167,4.813522934691225,11.92217770616191,26.395075910951167,33.444703455220576,9.166641170451587,42.75554986542243,174.5025777592005,-0.06571839908503499,1.076940230952154,0.0059935236345515005,1.8975125500372987,1.9783422797862196,10.157026267549002,4.999024847747624,12.333376921278816,2.5924978357722246,15.005892768209804,-0.09798342957666599,2.9963762388748845,-0.3283793506525697,5.09492200553282,8.225900115054337,0.801474716555412,5.415066048613919,0.41942901539868915,6.841771887052075,20.149998683307,0.175909614947168,16.93397450619596,-0.5721668786904313,23.149846808752223,69.08391921898489,0.23652465460959726,40.02959203941387,-4.751525938439884,49.69037638544475,163.6750654384104,0.0003236395577985,16.313604607788694,6.960968798889398,10.248551491156803,0.0003236395577985,24.48316762623624,44.73327635573155,22.577215405620542,6.964721169598563,30.924967939500977,19.626466134063595,44.73327635573155,44.73359999528935,38.89082001340924,1.646264197107978,41.17351943065778,38.89082001340924,44.73359999528935,-5.842779981880113,-0.1306127828409827,0.3999999999999551,9.0,0.03706602217617633,0.027316818997304093,0.2838311698947836,0.0413996123100755,1.2858455420829453,0.6078676537267297,1.762750000000203,0.7378292061855753,0.06666666666665919,13.0,-0.16290242676280114,0.647533654402885,1.9380695862571176,13.29699857183374,10.414715314052115,5.2470812012746855,1.1375000000001128,0.4987605470896618,0.098425380280772,13.589327840038724,2.609882345549252,3.6100076505556062,18.04730350250504,-51.56832339844424
4.0,9.81,0.03,1.5707746369769648,1.5708180159120753,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.39137928482991,0.9236331016834141,2.807556482338069,1.536353929011828,3.414176942187511,2.57305424969088,72.56677583084188,4.838377084410986,2.9010730165741836,4.339770399507639,4.629210083604471,11.815908257728381,26.634048057100323,33.236551507471695,9.254077473090263,42.07661515731752,172.5506002338019,-0.062331234197460096,1.0645707065166734,0.0200261803254316,1.8717869527410764,1.9819727442214308,10.136656710263177,4.99657455462947,12.272505008695298,2.628103529272522,15.005812009387988,-0.09070300107059985,2.9952163919978414,-0.3236630000944849,5.030948946292362,8.256944832147987,0.7817327964705149,5.458404944273063,0.5759637801167405,6.730615870263205,20.165699214154877,0.13942023154714145,17.21215272785127,-0.6136399731225555,22.881225197010508,69.6387839418409,0.30550419763648307,40.28069248741414,-3.7786708192557263,49.62538414668818,164.4362517995658,0.0003255427118768,17.068798428186557,7.004719608684581,10.39240580225134,0.0003255427118768,24.77666045684101,45.027574452584005,22.051631582535133,7.009897572004532,31.0448161255593,19.62674297837344,45.027574452584005,45.02789999529588,39.12043001072169,1.676209233811733,41.43722192781065,39.12043001072169,45.02789999529588,-5.907469984574192,-0.13119576940499894,0.3999999999999551,9.0,0.03356219784147548,0.01309668906542334,0.2862650542420892,1.7582685198538055,1.1992600206918445,0.6497349150116468,1.5117500000001187,0.6757443580971927,0.06666666666665919,13.0,-0.16241473101550527,0.6475338395610166,1.9410039739316904,13.476324593260298,10.412694344366507,5.252122832781145,1.1446666666667815,0.4998575352592003,0.2081799014372644,13.292162836709094,2.061424529815832,4.6469501750743145,19.135736699119207,-53.76775928005422
5.0,9.81,0.04,1.5707746518250665,1.5708180010766308,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.1630316302438573,0.902636406086114,2.4157619631232183,1.4052519906335124,3.413749369403177,2.205293399796229,78.04493891728741,5.203387233842322,2.522722592019315,5.043697157183578,3.8623045082717775,11.713070264601152,32.974344791282455,33.406018802688884,20.788514525047937,45.92615622293326,170.68201162416347,0.0166561876159998,0.9392479406259113,0.08599148898753065,1.548878185646001,1.9857389933648983,7.181615753553676,6.290913107072502,9.950549719049928,11.835944710844482,15.080446342548209,-0.18391883759751895,3.0835787660480323,-0.5296075255023669,4.949727297295361,8.290493181386799,0.04116820275900451,6.895328040712363,0.9835433158389975,9.153349563606966,20.698813851201407,-0.016874909608419208,21.11202662941853,-1.483421370657267,25.832718719085218,70.71593103329779,0.3451838773828944,46.401784362097224,-1.326879776377042,50.9411429167223,167.30711936346674,0.0003274461753898,5.263736476255831,6.250798220409641,10.447458411173237,0.0003274461753898,25.06955027384832,45.32187254912693,31.495304891087866,6.316828720568641,30.70790801264036,19.621809971568773,45.32187254912693,45.32219999530232,36.7590413673437,2.316194954188838,41.1553664238136,36.7590413673437,45.32219999530232,-8.563158627958622,-0.18893960639258905,0.3999999999999551,12.0,-0.05227166722101659,0.03228959627581585,0.2888420404033864,1.499437689235703,0.9497567310355164,0.5852621680835278,1.212545454545579,0.48501028360917436,0.06666666666665919,9.0,-0.037135655473739704,0.030691727662409192,1.9438287991735157,2.8017090085024177,7.683042821632314,6.159503656902766,1.61975000000014,0.6817781439003486,-1.1877134514516117,2.1831237578785845,-0.2825739927662992,5.204437569059622,18.444129206959687,-15.419102449289207
6.0,9.81,0.05,1.570774666461655,1.5708179864520728,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.1695971111005483,0.7021147583302614,2.187746412291019,0.9956909167944248,3.4141811385450422,1.4487656492454928,70.65485558440034,4.710594689652524,2.194091924293644,4.739540876335825,2.8250791180421655,11.613506226623757,27.99834469966372,27.093624121689643,19.849338090144194,33.5680554513592,168.8908177136936,0.007185018646053265,1.0126602741352446,0.06660866910099586,1.6957544635452053,1.989637139374696,22.480196782941178,14.033274115611535,24.69827702254879,24.848024253146683,40.21529981434438,-0.12305464137956401,3.4064262304820567,-0.40892950346554446,6.1512231192189795,8.326471996713746,2.5736624724063755,6.918378116135191,3.0153768154593674,8.343146147807172,21.032332723461572,-0.20867061474823773,20.66496403633401,-0.5271262351185351,26.359740375829762,72.15628123213277,0.20907782094602892,47.483774201431416,-1.3269823928581914,51.075055595501276,173.58528137480724,0.0003293499417258,6.944508807807344,5.565386950054304,9.904791580257113,0.0003293499417258,25.36184023813066,45.616170645366935,28.7562020705924,5.500195353399702,30.629592083470076,19.766646980198622,45.616170645366935,45.61649999530866,35.70071087839975,2.9804642444666274,40.5343836637272,35.70071087839975,45.61649999530866,-9.915789116908911,-0.21737286109036602,0.46666666666661427,11.0,-0.05844466606511089,0.1086523480140724,0.2915440065322436,1.2087284211086826,1.1839067759683133,0.5164073654342838,1.375400000000151,0.48822949521728287,0.06666666666665919,6.0,-0.28826362173558157,0.8685431388048687,1.9465478301563728,40.21529981434438,17.730151780853507,16.861125310657552,2.6072000000002293,0.9644493558501713,-0.2718891921852774,40.1725778156119,-3.1362020199847147,3.1655361207733987,-4.364552873856627,-19.433340375026088
7.0,9.81,0.06,1.57077468089122,1.5708179720339597,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.2561506819750226,0.696401823154102,2.3157926869716556,0.9902704782984075,3.4140961883113947,2.3513743525548545,73.08896135339782,4.872776830939469,2.048035762064806,4.8530901344347885,2.7008666985483742,11.517062294350236,28.77020730321882,26.40555152905665,23.0296734601379,30.688005537509557,167.17029381354746,0.0614048136067789,1.005102014257983,0.10336889045935305,1.638610911645317,1.993660529294692,15.052803942599308,8.90281250441405,16.44093616507864,12.658086114749471,27.198627362223014,-0.058394490608949065,3.4091175992648997,-0.6001253854727784,5.8444738977748685,8.364769979123285,0.7541600024863698,7.351263373457668,1.3866707010582862,10.706733726556259,21.054232561823103,-0.3478509869624275,20.717462792760895,-0.7392204220166074,26.64166535665042,73.41508182116144,0.7239928001233985,46.87231791262992,6.425482749634286,59.09510213986291,177.18779496482156,0.00033125400446,10.20373999144226,5.341193091871154,10.269419584836044,0.00033125400446,25.653509958053125,45.91046874131044,25.773219040943737,5.204932968409965,30.448443233113696,19.64183451985931,45.91046874131044,45.910799995314896,35.97695903238599,3.00882752138577,40.71786281794974,35.97695903238599,45.910799995314896,-9.933840962928905,-0.2163726392034692,0.5333333333332735,11.0,-0.03470538464918491,0.05559710061455469,0.2943991098025155,1.584329498811378,1.1934760020174167,0.5166015838675491,1.3910000000001563,0.4480296865164494,0.06666666666665919,7.0,-0.23307258381670104,0.68161893408162,1.9491694702364364,14.504325710571074,13.732097919791702,11.322468404530998,2.2383333333335464,0.8036545001152524,0.7001112565529363,12.87229732958653,-5.239486999047597,10.918402023073446,10.775752506238032,-47.285320207391294
8.0,9.81,0.07,1.5707746951181214,1.5708179578179702,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.234509688939176,0.7186247631286005,2.2856172164069606,1.0900792714840926,3.4133416566906685,3.063637323377178,80.0475653934491,5.336881406555332,2.0580483115529633,5.151025829844852,3.110739758378647,11.423592516752056,35.198209777254945,28.44795933980832,27.361964793147095,39.63548223151176,165.51320500104202,-0.03799711419106934,0.8878841376760008,0.017492810304433698,1.3628260088128659,1.997800246799408,22.20551230278636,13.383730458862658,25.149638220169546,24.1599512546992,40.48850591992954,-0.16950298072471756,3.2442150584137517,-0.4161420582481704,5.61871958748781,8.405245949651604,1.644658369513671,7.632575835315013,2.2105147909326464,11.339258760976108,21.36920176975823,0.19276772673052317,22.94661327128641,0.5635765329304736,30.29131200263355,75.53599611649689,-0.02535784967951422,49.57400964464532,-1.6762846547430104,55.62420044723468,180.8277118088639,0.0003331583573482,9.054141231503662,5.3971033525880605,10.746600347497415,0.0003331583573482,25.944517802137018,46.20476683696371,26.423825042293185,5.203941107117711,29.85058639444742,19.623490228278403,46.20476683696371,46.205099995321056,35.477966273796845,3.328291267199622,40.59718674194483,35.477966273796845,46.205099995321056,-10.727133721524211,-0.23216341318621733,0.5333333333332735,13.0,-0.009808260480418947,0.0032786072203954625,0.2973444958631909,1.2179779026244415,0.9714014424579674,0.5169266487057586,1.1020000000001111,0.4657574476055309,0.06666666666665919,6.0,-0.34861726062866694,0.8680855080534751,1.9517144950917604,40.48850591992954,17.675397545664126,16.56968432845437,2.2144000000000985,1.0239839061234166,-0.9746230258779812,26.24102206478991,2.866123572553506,-0.3349183720367065,14.890476417300292,-35.42537662131866
9.0,9.81,0.08,1.5707747091465996,1.570817943799903,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.1977588140110624,0.7297484898948281,2.306464039876996,1.0236839492323266,3.413752553379249,2.614013384433741,74.59341365070345,4.973316961587799,2.3089245395045497,4.940997841784286,3.160016008080005,11.332961883869583,32.76939904431379,28.594804117392133,25.43876318597637,40.920049380212646,163.9385822895339,0.046391058863164955,0.9101897035977665,0.09316326957415286,1.4719153500130915,2.002045556432609,24.251568688371528,14.425853687574632,29.794444115951535,25.570902793943063,40.67943098425871,-0.060171902676750336,3.380329314941047,-0.3535540657055108,5.972073603490845,8.447734577635467,1.9857964259389242,7.400736680453753,2.4554820463655562,9.801600066577258,21.67342417202508,-0.353116639384083,23.006685038353503,-0.9805050847550879,28.216633035498884,75.3028442650876,1.0579039385504978,48.6970664092079,2.2398656006196034,50.78444209593271,186.11789016888912,0.0003350629943202,11.983820451038646,5.454321667079188,10.631341171267806,0.0003350629943202,26.234803003317523,46.49906493233279,23.99670781024476,5.150624171877571,30.241141006889496,19.713468268307903,46.49906493233279,46.49939999532711,35.9805282612834,3.260878250495101,40.872482178157306,35.9805282612834,46.49939999532711,-10.518871734043707,-0.22621521428450228,0.5999999999999327,11.0,-0.04991679371172699,0.11666127886424597,0.3003745278881717,1.0701430168734551,1.0810658624074327,0.47886089870423715,1.4086000000001624,0.5045100990071223,0.06666666666665919,7.0,-0.2841940137079846,0.8266614207412648,1.9541646230982297,33.202396125347974,21.60400985855175,17.940117837586495,2.232666666666878,1.4918917148667532,0.6735108326978637,31.341888914586573,-5.2909053163308215,15.845663653201257,-17.087188676562764,34.836842388557976
10.0,9.81,0.09,1.5707747229807767,1.5708179299756693,1.0,1.0,0.01,0.01,14.99800000000168,0.0020000000000002243,1.0,2.1659288975666007,0.7736144595224316,2.2072373143813793,1.2103439249679673,3.4026111646185044,2.5840657710584143,68.19473400814626,4.546582402915106,2.201257378564862,4.2326767203647755,2.9357866130061,11.245048403248537,24.518651923696975,26.63586043363218,13.113735656311551,24.909506134798367,162.43885139124168,0.048925048910823624,1.0862756497272674,0.13892844121868014,1.8812170454756623,2.0063842924312323,18.340254565122926,12.431326729153692,20.301635311989898,17.813613873692436,39.52723917422363,-0.1918126180917905,3.393704092676795,-0.2406001997423144,5.413570236444164,8.492049983907718,2.530470752237257,6.359375304819924,2.7422635830700197,7.23653543416651,20.75019263130517,-0.1908082316459216,19.64562124389042,-1.2026232245476267,24.196006206896254,64.36130900560009,0.0397158994226497,47.02036712016828,0.49021976538420253,51.62153863204464,174.08724948620457,0.0003369679094742,6.1572218683218,6.5114997127661844,10.409138109943546,0.0003369679094742,26.5245856136766,46.79336302742362,31.87672027453473,6.653352936070918,31.983471386025965,19.620769713226117,46.79336302742362,46.79369999533309,38.03394214285653,2.545507901440683,42.39260949596951,38.03394214285653,46.79369999533309,-8.759757852476561,-0.1871995130402213,0.3999999999999551,11.0,0.004040728245790683,0.0009256665482857907,0.3034830031770395,1.6639247883375612,1.2734544060806972,0.5473019430826994,1.345800000000141,0.4489395950458596,0.19999999999997756,7.0,-0.2712671211642266,0.8550142534584766,1.9565318386431096,39.3299040202975,13.813447114134256,13.308835076015416,2.2103333333335375,0.9475859972702158,-1.303516547824187,39.52723917422363,-2.8836188383000634,0.6300456928487251,11.048981074548651,-24.51757916834288
